,rating,tconst,title,year,cast1,cast2,cast3,cast4,director,genre1,genre2,plot,date,runtime,tagline,writers
200,5.6,tt1320244,The Last Exorcism,2010,Patrick Fabian,Ashley Bell,Iris Bahr,Louis Herthum,Daniel Stamm,Drama,Horror,A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.,2010-08-27,87,Believe In Him.,Huck Botko
201,7.2,tt1216487,The Girl Who Played with Fire,2009,Noomi Rapace,Michael Nyqvist,Lena Endre,Peter Andersson,Daniel Alfredson,Crime,Drama,"As computer hacker Lisbeth and journalist Mikael investigate a sex-trafficking ring, Lisbeth is accused of three murders, causing her to go on the run while Mikael works to clear her name.",2010-08-27,129,,Jonas Frykberg
202,7.7,tt1855199,End of Watch,2012,Jake Gyllenhaal,Michael Peña,Anna Kendrick,America Ferrera,David Ayer,Crime,Drama,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",2012-09-21,109,Every moment of your life they stand watch,David Ayer
203,8.1,tt0087884,"Paris, Texas",1984,Harry Dean Stanton,Nastassja Kinski,Dean Stockwell,Sam Berry,Wim Wenders,Drama,nan,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",1984-09-19,147,A place for dreams. A place for heartbreak. A place to pick up the pieces.,L.M. Kit Carson
204,6.7,tt1512685,Julia's Eyes,2010,Belén Rueda,Lluís Homar,Pablo Derqui,Francesc Orella,Guillem Morales,Horror,Mystery,The story of a woman who is slowly losing her sight whilst trying to investigate the mysterious death of her twin sister.,2010-10-29,118,En la oscuridad no puedes esconderte (You can't hide in the dark),Guillem Morales
205,7.5,tt1242460,We Need to Talk About Kevin,2011,Tilda Swinton,John C. Reilly,Ezra Miller,Jasper Newell,Lynne Ramsay,Crime,Drama,"Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",2011-09-28,112,,Lynne Ramsay
206,7.0,tt0120780,Out of Sight,1998,George Clooney,Jennifer Lopez,Ving Rhames,Steve Zahn,Steven Soderbergh,Crime,Drama,A career bank robber breaks out of jail and shares a moment of mutual attraction with a U.S. marshal he has kidnapped.,1998-06-26,123,Opposites attract.,Elmore Leonard
207,7.8,tt1490017,The Lego Movie,2014,Chris Pratt,Will Ferrell,Elizabeth Banks,Will Arnett,Phil Lord,Animation,Action,"An ordinary Lego construction worker, thought to be the prophesied 'Special', is recruited to join a quest to stop an evil tyrant from gluing the Lego universe into eternal stasis.",2014-02-07,100,Assembling in 2014,Phil Lord
208,7.0,tt0887883,Burn After Reading,2008,Brad Pitt,Frances McDormand,George Clooney,John Malkovich,Ethan Coen,Comedy,Drama,A disk containing the memoirs of a CIA agent ends up in the hands of two unscrupulous gym employees who attempt to sell it.,2008-09-12,96,Intelligence is relative.,Joel Coen
209,7.5,tt0118789,Buffalo '66,1998,Vincent Gallo,Christina Ricci,Ben Gazzara,Mickey Rourke,Vincent Gallo,Comedy,Crime,"After being released from prison, Billy is set to visit his parents with his wife, who he does not actually have. This provokes Billy to act out, as he kidnaps a girl and forces her to act as his wife for the visit.",1998-06-26,110,Billy Brown just got out of jail.  Now he's going to serve some real time.  He's going home.,Vincent Gallo
210,8.2,tt0080678,The Elephant Man,1980,Anthony Hopkins,John Hurt,Anne Bancroft,John Gielgud,David Lynch,Biography,Drama,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous facade, there is revealed a person of intelligence and sensitivity.",1980-10-10,124,I am not an animal! I am a human being! I...am...a man!,Christopher De Vore
211,7.2,tt0120623,A Bug's Life,1998,Kevin Spacey,Dave Foley,Julia Louis-Dreyfus,Hayden Panettiere,John Lasseter,Animation,Adventure,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.",1998-11-25,95,An epic of miniature proportions.,John Lasseter
212,7.1,tt0165854,The Limey,1999,Terence Stamp,Peter Fonda,Lesley Ann Warren,Luis Guzmán,Steven Soderbergh,Crime,Drama,An extremely volatile and dangerous Englishman goes to Los Angeles to find the man he considers responsible for his daughter's death.,1999-08-04,89,Vengeance knows no boundaries.,Lem Dobbs
213,7.6,tt0988045,Sherlock Holmes,2009,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,Guy Ritchie,Action,Adventure,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,2009-12-25,128,Nothing Escapes Him,Michael Robert Johnson
214,7.2,tt0105665,Twin Peaks: Fire Walk with Me,1992,Sheryl Lee,Ray Wise,Mädchen Amick,Dana Ashbrook,David Lynch,Drama,Fantasy,A young FBI agent disappears while investigating a murder miles from Twin Peaks that may be related to the future murder of Laura Palmer; the last week of the life of Laura Palmer is chronicled.,1992-08-28,135,Meet Laura Palmer... In a town where nothing is as it seems... And everyone has something to hide.,David Lynch
215,7.7,tt0388795,Brokeback Mountain,2005,Jake Gyllenhaal,Heath Ledger,Michelle Williams,Randy Quaid,Ang Lee,Drama,Romance,"The story of a forbidden and secretive relationship between two cowboys, and their lives over the years.",2006-01-13,134,Love Is A Force Of Nature,Annie Proulx
216,7.8,tt1408101,Star Trek Into Darkness,2013,Chris Pine,Zachary Quinto,Zoe Saldana,Benedict Cumberbatch,J.J. Abrams,Action,Adventure,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",2013-05-16,132,"Beyond the darkness, lies greatness.",Roberto Orci
217,7.1,tt0362269,Kinsey,2004,Liam Neeson,Laura Linney,Chris O'Donnell,Peter Sarsgaard,Bill Condon,Biography,Drama,"A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.",2005-01-07,118,Let's talk about sex.,Bill Condon
218,7.6,tt0077975,Animal House,1978,John Belushi,Karen Allen,Tom Hulce,Stephen Furst,John Landis,Comedy,nan,"At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those trouble-makers have other plans for him.",1978-07-28,109,We got to do something...You know what we are gonna do ? Toga party !,Harold Ramis
219,8.0,tt1136608,District 9,2009,Sharlto Copley,David James,Jason Cope,Nathalie Boltt,Neill Blomkamp,Action,Sci-Fi,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,2009-08-14,112,You are not welcome here.,Neill Blomkamp
220,6.7,tt0187738,Blade II,2002,Wesley Snipes,Kris Kristofferson,Ron Perlman,Leonor Varela,Guillermo del Toro,Action,Horror,"Blade forms an uneasy alliance with the vampire council in order to combat the Reapers, who are feeding on vampires.",2002-03-22,117,Know The Mark,Marv Wolfman
221,7.1,tt0115734,Bottle Rocket,1996,Luke Wilson,Owen Wilson,Ned Dowd,Shea Fowler,Wes Anderson,Comedy,Crime,Three friends plan to pull off a simple robbery and go on the run.,1996-02-21,91,"They're not really criminals, but everybody's got to have a dream.",Owen Wilson
222,8.0,tt0264464,Catch Me If You Can,2002,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen,Steven Spielberg,Biography,Crime,"The true story of Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars' worth of checks as a Pan Am pilot, doctor, and legal prosecutor.",2002-12-25,141,The true story of a real fake.,Jeff Nathanson
223,7.2,tt0278504,Insomnia,2002,Al Pacino,Robin Williams,Hilary Swank,Martin Donovan,Christopher Nolan,Drama,Mystery,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,2002-05-24,118,Days never end. Nightmares are real. No one is innocent.,Hillary Seitz
224,8.6,tt0118799,Life Is Beautiful,1997,Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini,Giustino Durano,Roberto Benigni,Comedy,Drama,"When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",1999-02-12,116,"An unforgettable fable that proves love, family and imagination conquer all. (Canadian one sheet)",Vincenzo Cerami
225,7.9,tt1535109,Captain Phillips,2013,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,Catherine Keener,Paul Greengrass,Biography,Drama,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",2013-10-11,134,Out here survival is everything,Billy Ray
226,8.1,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,Gore Verbinski,Action,Adventure,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",2003-07-09,143,Prepare to be blown out of the water.,Ted Elliott
227,7.6,tt0105151,The Player,1992,Tim Robbins,Greta Scacchi,Fred Ward,Whoopi Goldberg,Robert Altman,Comedy,Crime,A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,1992-05-08,124,Now more than ever!,Michael Tolkin
228,7.0,tt0118655,Austin Powers: International Man of Mystery,1997,Mike Myers,Elizabeth Hurley,Michael York,Mimi Rogers,Jay Roach,Comedy,Crime,"A 1960s hipster secret agent is brought out of cryofreeze to oppose his greatest enemy in the 1990s, where his social attitudes are glaringly out of place.",1997-05-02,89,"If he were any cooler, he'd still be frozen, baby!",Mike Myers
229,6.1,tt0108525,Wayne's World 2,1993,Mike Myers,Dana Carvey,Christopher Walken,Tia Carrere,Stephen Surjik,Comedy,Music,The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.,1993-12-10,95,You'll laugh again!  You'll cry again!!  You'll hurl again!!!,Mike Myers
230,7.4,tt1935179,Mud,2012,Matthew McConaughey,Tye Sheridan,Jacob Lofland,Sam Shepard,Jeff Nichols,Drama,,Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.,2013-05-10,130,,Jeff Nichols
231,6.5,tt1024715,Choke,2008,Sam Rockwell,Anjelica Huston,Kelly Macdonald,Kathryn Alexander,Clark Gregg,Comedy,Drama,A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,2008-09-26,92,From the author of Fight Club,Clark Gregg
232,8.7,tt0076759,Star Wars: Episode IV - A New Hope,1977,Mark Hamill,Harrison Ford,Carrie Fisher,Alec Guinness,George Lucas,Action,Adventure,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a wookiee and two droids to save the galaxy from the Empire's world-destroying battle-station, while also attempting to rescue Princess Leia from the evil Darth Vader.",1977-05-25,121,It's Back! The Force will be with you for three weeks only. (1979 Reissue Poster),George Lucas
233,9.0,tt0468569,The Dark Knight,2008,Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine,Christopher Nolan,Action,Crime,"When the menace known as the Joker wreaks havoc and chaos on the people of Gotham, the caped crusader must come to terms with one of the greatest psychological tests of his ability to fight injustice.",2008-07-18,152,Why So Serious?,Jonathan Nolan
234,7.5,tt0399146,A History of Violence,2005,Viggo Mortensen,Maria Bello,Ed Harris,William Hurt,David Cronenberg,Crime,Drama,"A mild-mannered man becomes a local hero through an act of violence, which sets off repercussions that will shake his family to its very core.",2005-09-30,96,Everyone has something to hide.,John Wagner
235,8.1,tt0477348,No Country for Old Men,2007,Tommy Lee Jones,Javier Bardem,Josh Brolin,Woody Harrelson,Ethan Coen,Crime,Drama,Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.,2007-11-21,122,There Are No Clean Getaways,Joel Coen
236,7.1,tt0103759,Bad Lieutenant,1992,Harvey Keitel,Victor Argo,Paul Calderon,Leonard L. Thomas,Abel Ferrara,Crime,Drama,"While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness.",1992-12-17,96,Gambler. Thief. Junkie. Killer. Cop.,Zoë Lund
237,7.1,tt0076752,The Spy Who Loved Me,1977,Roger Moore,Barbara Bach,Curd Jürgens,Richard Kiel,Lewis Gilbert,Action,Adventure,James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads with the help of a KGB agent whose lover he killed.,1977-08-03,125,. . . . In The Biggest Bond of All - Everybody's hot for Action - Everybody's hot for Romance,Christopher Wood
238,7.9,tt0086197,The Right Stuff,1983,Sam Shepard,Scott Glenn,Ed Harris,Dennis Quaid,Philip Kaufman,Adventure,Drama,"The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",1984-02-17,193,"By flying higher and faster than any other man had ever dared before, Chuck Yeager set the pace for a new breed of hero. Those that had just one thing in common...THE RIGHT STUFF.",Tom Wolfe
239,7.5,tt0404030,Everything Is Illuminated,2005,Elijah Wood,Eugene Hutz,Boris Leskin,Jonathan Safran Foer,Liev Schreiber,Comedy,Drama,"A young Jewish American man endeavors to find the woman who saved his grandfather during World War II in a Ukrainian village, that was ultimately razed by the Nazis, with the help of an eccentric local.",2005-10-14,106,Leave Normal Behind.,Jonathan Safran Foer
240,7.8,tt1568346,The Girl with the Dragon Tattoo,2011,Daniel Craig,Rooney Mara,Christopher Plummer,Stellan Skarsgård,David Fincher,Crime,Drama,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",2011-12-21,158,Evil shall with evil be expelled,Steven Zaillian
241,8.3,tt0208092,Snatch,2000,Jason Statham,Brad Pitt,Benicio Del Toro,Dennis Farina,Guy Ritchie,Comedy,Crime,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers, and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",2001-01-19,102,Stealin' Stones and Breakin' Bones,Guy Ritchie
242,5.3,tt2101441,Spring Breakers,2012,Vanessa Hudgens,Selena Gomez,Ashley Benson,Rachel Korine,Harmony Korine,Crime,Drama,"Four college girls hold up a restaurant in order to fund their spring break vacation. While partying, drinking, and taking drugs, they are arrested, only to be bailed out by a drug and arms dealer.",2013-03-22,94,Wish You Were Here,Harmony Korine
243,8.0,tt0079522,Manhattan,1979,Woody Allen,Diane Keaton,Mariel Hemingway,Michael Murphy,Woody Allen,Comedy,Drama,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,1979-04-25,96,Woody Allen's New Comedy Hit,Woody Allen
244,7.1,tt0134847,Pitch Black,2000,Radha Mitchell,Cole Hauser,Vin Diesel,Keith David,David Twohy,Horror,Sci-Fi,"A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur.",2000-02-18,112,Fight Evil With Evil,Jim Wheat
245,7.2,tt0360717,King Kong,2005,Naomi Watts,Jack Black,Adrien Brody,Thomas Kretschmann,Peter Jackson,Action,Adventure,"After a movie crew travel to a mysterious island to shoot their picture, they encounter a giant and furious gorilla who takes their leading actress and form a special relationship with her, protecting the beautiful lady at all costs.",2005-12-14,187,The eighth wonder of the world.,Fran Walsh
246,7.8,tt0373074,Kung Fu Hustle,2004,Stephen Chow,Wah Yuen,Qiu Yuen,Shengyi Huang,Stephen Chow,Action,Comedy,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",2005-04-22,99,A new comedy unlike anything you have seen before,Stephen Chow
247,7.3,tt0101540,Cape Fear,1991,Robert De Niro,Nick Nolte,Jessica Lange,Juliette Lewis,Martin Scorsese,Crime,Thriller,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.",1991-11-15,128,The Bowden family has moved to New Essex.,John D. MacDonald
248,7.4,tt0367089,The Squid and the Whale,2005,Owen Kline,Jeff Daniels,Laura Linney,Jesse Eisenberg,Noah Baumbach,Comedy,Drama,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,2005-12-16,81,Joint Custody Blows.,Noah Baumbach
249,7.3,tt0078346,Superman,1978,Christopher Reeve,Margot Kidder,Gene Hackman,Marlon Brando,Richard Donner,Action,Adventure,"An alien orphan is sent from his dying planet to Earth, where he grows up to become his adoptive home's first and greatest superhero.",1978-12-15,127,You'll believe a man can fly.,Jerry Siegel
250,7.6,tt0096895,Batman,1989,Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl,Tim Burton,Action,Adventure,The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker.,1989-06-23,126,Only one will claim the night.,Bob Kane
251,6.9,tt0152930,Taxi,1998,Samy Naceri,Frédéric Diefenthal,Marion Cotillard,Manuela Gourary,Gérard Pirès,Action,Comedy,"To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers.",1998-11-20,86,,Luc Besson
252,7.3,tt0401711,"Paris, je t'aime",2006,Juliette Binoche,Leonor Watling,Ludivine Sagnier,Fanny Ardant,Olivier Assayas,Comedy,Drama,"Through the neighborhoods of Paris, love is veiled, revealed, imitated, sucked dry, reinvented and awakened.",2007-06-15,120,Stories of Love. From the City of Love.,Tristan Carné
253,8.1,tt0338564,Infernal Affairs,2002,Andy Lau,Tony Chiu Wai Leung,Anthony Chau-Sang Wong,Eric Tsang,Wai-Keung Lau,Crime,Drama,"A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop.",2002-12-12,101,Loyalty. Honor. Betrayal.,Alan Mak
254,7.3,tt0489247,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,Pelé,Giorgio Chinaglia,Matt Dillon,Ahmet Ertegun,Paul Crowder,Documentary,Sport,The rise and fall of the N.Y. Cosmos. The soccer team that brought Pele to America; against the backdrop of N.Y. City in the 70's.,2006-07-07,97,Goals. Greed. Girls. And that's just the first half...,John Dower
255,7.4,tt0084516,Poltergeist,1982,JoBeth Williams,Heather O'Rourke,Craig T. Nelson,Beatrice Straight,Tobe Hooper,Fantasy,Horror,A family's home is haunted by a host of ghosts.,1982-06-04,120,"From a dimension beyond the living, a terror to scare you to death.",Steven Spielberg
256,7.7,tt0081070,The Long Good Friday,1980,Bob Hoskins,Helen Mirren,Paul Freeman,Leo Dolan,John Mackenzie,Crime,Drama,"Harold, a prosperous English gangster, is about to close a lucrative new deal when bombs start showing up in very inconvenient places...",1982-04-02,114,Who lit the fuse that tore Harold's world apart?,Barrie Keeffe
257,7.2,tt0083929,Fast Times at Ridgemont High,1982,Sean Penn,Jennifer Jason Leigh,Judge Reinhold,Robert Romanus,Amy Heckerling,Comedy,Drama,"A group of Southern California high school students are enjoying their most important subjects: sex, drugs and rock n' roll.",1982-08-13,90,"Fast Cars, Fast Girls, Fast Carrots...Fast Carrots?",Cameron Crowe
258,7.1,tt0405422,The 40-Year-Old Virgin,2005,Steve Carell,Catherine Keener,Paul Rudd,Romany Malco,Judd Apatow,Comedy,Romance,"Goaded by his buddies, a nerdy guy who's never ""done the deed"" only finds the pressure mounting when he meets a single mother.",2005-08-19,116,A Comedy about the moments that touch us in ways we've never been touched before.,Judd Apatow
259,7.6,tt0854678,Taxi to the Dark Side,2007,Alex Gibney,Brian Keith Allen,Moazzam Begg,Christopher Beiring,Alex Gibney,Documentary,Crime,Alex Gibney exposes the haunting details of the USA's torture and interrogation practices during the War in Afghanistan.,2009-01-23,106,"In 2002, a young cab driver picked up a few passengers near his home in Afghanistan... He never returned.",Alex Gibney
260,6.5,tt0403358,Night Watch,2004,Konstantin Khabenskiy,Vladimir Menshov,Mariya Poroshina,Valeriy Zolotukhin,Timur Bekmambetov,Fantasy,Thriller,A fantasy-thriller set in present-day Moscow where the respective forces that control daytime and nighttime do battle.,2006-03-03,114,All That Stands Between Light And Darkness Is The Night Watch.,Timur Bekmambetov
261,7.5,tt0446029,Scott Pilgrim vs. the World,2010,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,Alison Pill,Edgar Wright,Action,Comedy,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,2010-08-13,112,An epic of epic epicness.,Michael Bacall
262,6.9,tt0109040,Ace Ventura: Pet Detective,1994,Jim Carrey,Courteney Cox,Sean Young,Tone Loc,Tom Shadyac,Comedy,nan,A goofy detective specializing in animals goes in search of a missing dolphin mascot of a football team.,1994-02-04,86,"He's the best there is! (Actually, he's the only one there is.)",Jack Bernstein
263,7.5,tt0305206,American Splendor,2003,Paul Giamatti,Shari Springer Berman,Harvey Pekar,Chris Ambrose,Shari Springer Berman,Biography,Comedy,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,2003-09-12,101,Ordinary life is pretty complex stuff.,Harvey Pekar
264,7.3,tt0139239,Go,1999,Sarah Polley,Jay Mohr,Scott Wolf,Taye Diggs,Doug Liman,Comedy,Crime,"Go! tells the story of the events after a drug deal, told from three different points of view.",1999-04-09,102,"When the lights go down, the world is yours.",John August
265,7.6,tt0203009,Moulin Rouge!,2001,Nicole Kidman,Ewan McGregor,John Leguizamo,Jim Broadbent,Baz Luhrmann,Drama,Musical,A poet falls for a beautiful courtesan whom a jealous duke covets.,2001-06-01,127,No Laws. No Limits. One Rule. Never Fall In Love.,Baz Luhrmann
266,7.7,tt0118929,Dark City,1998,Rufus Sewell,Kiefer Sutherland,Jennifer Connelly,William Hurt,Alex Proyas,Action,Drama,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun.",1998-02-27,100,They built the city to see what makes us tick. Last night one of us went off.,Alex Proyas
267,8.2,tt1865505,Song of the Sea,2014,David Rawle,Brendan Gleeson,Lisa Hannigan,Fionnula Flanagan,Tomm Moore,Animation,Adventure,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the faeries and save the spirit world.",2014-12-10,93,,Tomm Moore
268,7.4,tt0076723,Slap Shot,1977,Paul Newman,Michael Ontkean,Strother Martin,Jennifer Warren,George Roy Hill,Comedy,Drama,A failing ice hockey team finds success using constant fighting and violence during games.,1977-02-25,123,Slap Shot out slaps... out swears... out laughs...,Nancy Dowd
269,7.9,tt0425112,Hot Fuzz,2007,Simon Pegg,Nick Frost,Martin Freeman,Bill Nighy,Edgar Wright,Action,Comedy,"Exceptional London cop Nicholas Angel is involuntarily transferred to a quaint English village and paired with a witless new partner. While on the beat, Nicholas suspects a sinister conspiracy is afoot with the residents.",2007-04-20,121,They're bad boys. They're die hards. They're lethal weapons. They are...,Edgar Wright
270,7.4,tt0091538,Mona Lisa,1986,Bob Hoskins,Cathy Tyson,Michael Caine,Robbie Coltrane,Neil Jordan,Crime,Drama,"George has just been released from prison, and manages to get a job driving a call girl from customer to customer. Initially they don't get on; he doesn't fit in with the high class customers Simone services. Will they ever get on?",1986-06-13,104,Sometimes love is a strange and wicked game.,Neil Jordan
271,7.3,tt1540133,The Guard,2011,Brendan Gleeson,Don Cheadle,Mark Strong,Ronan Collins,John Michael McDonagh,Comedy,Crime,An unorthodox Irish policeman with a confrontational personality is partnered with an up-tight F.B.I. agent to investigate an international drug-smuggling ring.,2011-07-07,96,The FBI are about to discover that things work a little different around here.,John Michael McDonagh
272,7.8,tt1119646,The Hangover,2009,Zach Galifianakis,Bradley Cooper,Justin Bartha,Ed Helms,Todd Phillips,Comedy,nan,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",2009-06-05,100,Some guys just can't handle Vegas,Jon Lucas
273,7.9,tt0206634,Children of Men,2006,Julianne Moore,Clive Owen,Chiwetel Ejiofor,Michael Caine,Alfonso Cuarón,Drama,Sci-Fi,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",2007-01-05,109,No children. No future. No hope.,Alfonso Cuarón
274,7.9,tt1235166,A Prophet,2009,Tahar Rahim,Niels Arestrup,Adel Bencherif,Reda Kateb,Jacques Audiard,Crime,Drama,A young Arab man is sent to a French prison.,2010-03-26,155,,Thomas Bidegain
275,8.0,tt2265171,The Raid 2,2014,Iko Uwais,Yayan Ruhian,Arifin Putra,Oka Antara,Gareth Evans,Action,Crime,"Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.",2014-04-11,150,It's Not Over Yet,Gareth Evans
276,7.4,tt0094291,Wall Street,1987,Charlie Sheen,Michael Douglas,Tamara Tunie,Franklin Cover,Oliver Stone,Crime,Drama,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider who takes the youth under his wing.",1987-12-11,126,Every dream has a price.,Stanley Weiser
277,7.1,tt0298130,The Ring,2002,Naomi Watts,Martin Henderson,Brian Cox,David Dorfman,Gore Verbinski,Horror,Mystery,A journalist must investigate a mysterious videotape which seems to cause the death of anyone in a week of viewing it.,2002-10-18,115,"Before you die, you see... the ring.",Ehren Kruger
278,8.2,tt0923752,The King of Kong: A Fistful of Quarters,2007,Steve Wiebe,Billy Mitchell,Mark Alpiger,Adam Wood,Seth Gordon,Documentary,Biography,Die-hard gamers compete to break world records on classic arcade games.,2008-02-28,79,Don't get chumpatized.,Seth Gordon
279,7.8,tt0119008,Donnie Brasco,1997,Al Pacino,Johnny Depp,Michael Madsen,Bruno Kirby,Mike Newell,Biography,Crime,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",1997-02-28,127,Donnie Brasco. Based On A True Story.,Joseph D. Pistone
280,7.7,tt0058182,A Hard Day's Night,1964,John Lennon,Paul McCartney,George Harrison,Ringo Starr,Richard Lester,Comedy,Musical,"A ""typical"" day in the life of The Beatles, including many of their famous songs.",1964-07-07,87,"The Beatles starring in their first full-length, hilarious action-packed film !",Alun Owen
281,8.0,tt0088247,The Terminator,1984,Arnold Schwarzenegger,Linda Hamilton,Michael Biehn,Paul Winfield,James Cameron,Action,Sci-Fi,"A seemingly indestructible humanoid cyborg is sent from 2029 to 1984 to assassinate a waitress, whose unborn son will lead humanity in a war against the machines, while a soldier from that war is sent to protect her at all costs.",1984-10-26,107,"La sua missione e una sola: distruggere, uccidere... (Its mission and only one: to destroy, to kill...) (Italian DVD)",James Cameron
282,7.6,tt1318514,Rise of the Planet of the Apes,2011,James Franco,Andy Serkis,Freida Pinto,Karin Konoval,Rupert Wyatt,Action,Drama,"A substance, designed to help the brain repair itself, gives rise to a super-intelligent chimp who leads an ape uprising.",2011-08-05,105,Evolution Becomes Revolution,Rick Jaffa
283,7.5,tt0093870,RoboCop,1987,Peter Weller,Nancy Allen,Dan O'Herlihy,Ronny Cox,Paul Verhoeven,Action,Crime,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",1987-07-17,103,Part man. Part machine. All cop. The future of law enforcement.,Edward Neumeier
284,7.5,tt0073802,Three Days of the Condor,1975,Robert Redford,Faye Dunaway,Cliff Robertson,Max von Sydow,Sydney Pollack,Mystery,Thriller,"A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",1975-11-14,117,The CIA knows him as Condor. What he knows about them has just made him an Endangered Species.,James Grady
285,8.1,tt0074958,Network,1976,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,Sidney Lumet,Drama,nan,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.,1976-11-27,121,"""NETWORK""... the humanoids, the love story, the trials and tribulations, the savior of television, the attempted suicides, the assassination -- it's ALL coming along with a galaxy of stars you know and love!",Paddy Chayefsky
